"TOA5","CR1000","CR1000","84842","CR1000.Std.31.02","CPU:Med_Polvo_3940B.CR1","28391","Data1S3940"
"TIMESTAMP","RECORD","rmclatitude","rmcin_s_ind","ggalongitude","ggae_w_ind","PM1","PM25","PM10","TPS","Batt_Volt_Min","Velocidad","ggaaltitude","ggaaltutudeunits","camino"
"TS","RN","","","","","part/CC","part/CC","part/CC","ug/m3","Volts","m/s","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Min","Smp","Smp","Smp","Smp"

"2023-10-18 09:55:36",797684,"2325.6143","S","06931.1189","W",49.3,80.2,89.5,2044,13.71,0,"1656.3","M",1
"2023-10-18 09:55:37",797685,"2325.6143","S","06931.1191","W",49.5,78.5,88,1474,13.78,0,"1656.2","M",1
"2023-10-18 09:55:38",797686,"2325.6145","S","06931.1191","W",47.8,81.5,91.6,1791,13.72,0,"1655.1","M",1
"2023-10-18 09:55:39",797687,"2325.6147","S","06931.1192","W",46.5,78.9,88.1,1450,13.69,0,"1654.7","M",1
"2023-10-18 09:55:40",797688,"2325.6147","S","06931.1192","W",44.7,76.3,85.8,2270,13.75,0,"1654.9","M",1
"2023-10-18 09:55:41",797689,"2325.6147","S","06931.1192","W",45.1,77.4,88.4,2097,13.87,0,"1654.7","M",1
"2023-10-18 09:55:42",797690,"2325.6145","S","06931.1190","W",43.2,70.7,81.5,2391,13.75,0,"1654.8","M",1
"2023-10-18 09:55:43",797691,"2325.6143","S","06931.1188","W",44.6,73.6,83.5,2843,13.7,0,"1655.4","M",1
"2023-10-18 09:55:44",797692,"2325.6141","S","06931.1187","W",49.5,82.4,92.5,1918,13.73,0,"1655.8","M",1
"2023-10-18 09:55:45",797693,"2325.6140","S","06931.1185","W",47.6,79.5,87.8,1833,13.8,0,"1655.9","M",1
"2023-10-18 09:55:46",797694,"2325.6139","S","06931.1183","W",45.7,76.8,86.9,1953,13.79,0,"1656.1","M",1
"2023-10-18 09:55:47",797695,"2325.6138","S","06931.1182","W",46.6,78.4,87.5,2592,13.75,0,"1656.5","M",1
"2023-10-18 09:55:48",797696,"2325.6136","S","06931.1181","W",47.7,82,92.4,1755,13.71,0,"1656.6","M",1
"2023-10-18 09:55:49",797697,"2325.6135","S","06931.1179","W",48.4,77.2,86.5,2471,13.74,0,"1656.9","M",1
"2023-10-18 09:55:50",797698,"2325.6133","S","06931.1176","W",49.5,78.3,87.6,2115,13.74,0,"1658.0","M",1
"2023-10-18 09:55:51",797699,"2325.6130","S","06931.1174","W",46.5,73.6,80.9,1558,13.68,0,"1659.4","M",1
"2023-10-18 09:55:52",797700,"2325.6128","S","06931.1172","W",41.7,68.7,78.6,1678,13.77,0,"1659.8","M",1
"2023-10-18 09:55:53",797701,"2325.6127","S","06931.1170","W",41.6,67.5,76.8,2055,13.78,0,"1660.0","M",1
"2023-10-18 09:55:54",797702,"2325.6126","S","06931.1168","W",41.8,68.6,79.1,2105,13.66,0,"1660.4","M",1
"2023-10-18 09:55:55",797703,"2325.6125","S","06931.1167","W",45.8,73.4,83.3,1645,13.72,0,"1660.7","M",1
"2023-10-18 09:55:56",797704,"2325.6125","S","06931.1165","W",48.6,82.8,91.9,1821,13.79,0,"1661.2","M",1
"2023-10-18 09:55:57",797705,"2325.6124","S","06931.1163","W",46.5,74.9,84.4,1836,13.73,0,"1661.6","M",1
"2023-10-18 09:55:58",797706,"2325.6123","S","06931.1161","W",47.9,80.2,90.8,2233,13.77,0,"1661.8","M",1
"2023-10-18 09:55:59",797707,"2325.6122","S","06931.1159","W",56.5,88.8,100.9,2670,13.74,0,"1662.1","M",1
"2023-10-18 09:56:00",797708,"2325.6119","S","06931.1154","W",54.7,88,99.7,1853,13.68,0,"1663.1","M",1
"2023-10-18 09:56:01",797709,"2325.6116","S","06931.1149","W",54.9,86.9,98.8,1951,13.78,0,"1664.0","M",1
"2023-10-18 09:56:02",797710,"2325.6114","S","06931.1145","W",54.2,85.6,97.5,1959,13.76,0,"1664.7","M",1
"2023-10-18 09:56:03",797711,"2325.6112","S","06931.1141","W",58.3,95.3,107.5,2647,13.74,0,"1665.3","M",1
"2023-10-18 09:56:04",797712,"2325.6108","S","06931.1138","W",56.8,93.5,104.3,1919,13.86,0,"1666.3","M",1
"2023-10-18 09:56:05",797713,"2325.6106","S","06931.1135","W",60.4,99.8,111.5,2369,13.73,0,"1667.1","M",1
"2023-10-18 09:56:06",797714,"2325.6105","S","06931.1133","W",59.6,95.9,110.1,3102,13.68,0,"1667.7","M",1
"2023-10-18 09:56:07",797715,"2325.6104","S","06931.1132","W",56.4,91.1,102,2063,13.82,0,"1668.2","M",1
"2023-10-18 09:56:08",797716,"2325.6103","S","06931.1132","W",57.6,93.1,107.4,1996,13.82,0,"1668.5","M",1
"2023-10-18 09:56:09",797717,"2325.6103","S","06931.1131","W",61.4,98.4,110.3,2905,13.73,0,"1668.8","M",1
"2023-10-18 09:56:10",797718,"2325.6103","S","06931.1131","W",62.9,105.8,118.8,2075,13.76,0,"1668.8","M",1
"2023-10-18 09:56:11",797719,"2325.6103","S","06931.1131","W",62.8,101.6,112.9,1925,13.78,0,"1668.8","M",1
"2023-10-18 09:56:12",797720,"2325.6103","S","06931.1131","W",63.1,103.7,115.6,2340,13.76,0,"1668.8","M",1
"2023-10-18 09:56:13",797721,"2325.6103","S","06931.1131","W",67.4,109.4,122.6,2579,13.72,0,"1668.8","M",1
"2023-10-18 09:56:14",797722,"2325.6103","S","06931.1131","W",64.3,103.8,115.8,2485,13.78,0,"1668.8","M",1
"2023-10-18 09:56:15",797723,"2325.6103","S","06931.1131","W",64.2,101.6,113.3,2470,13.73,0,"1668.8","M",1
"2023-10-18 09:56:16",797724,"2325.6103","S","06931.1131","W",66.9,107.2,120.9,3213,13.73,0,"1668.8","M",1
"2023-10-18 09:56:17",797725,"2325.6103","S","06931.1131","W",61,97.3,108.5,2426,13.75,0,"1668.8","M",1
"2023-10-18 09:56:18",797726,"2325.6103","S","06931.1131","W",58.8,92.3,103.2,2201,13.72,0,"1668.8","M",1
"2023-10-18 09:56:19",797727,"2325.6103","S","06931.1131","W",61.8,102,112.3,1823,13.78,0,"1668.9","M",1
"2023-10-18 09:56:20",797728,"2325.6103","S","06931.1131","W",59.5,94.9,105.7,2027,13.67,0,"1668.9","M",1
"2023-10-18 09:56:21",797729,"2325.6103","S","06931.1131","W",51.6,84.3,95,1974,13.84,0,"1668.9","M",1
"2023-10-18 09:56:22",797730,"2325.6103","S","06931.1131","W",55.6,90.2,100.2,1986,13.78,0,"1668.9","M",1
"2023-10-18 09:56:23",797731,"2325.6103","S","06931.1131","W",57.7,93.8,101.9,1819,13.74,0,"1668.9","M",1
"2023-10-18 09:56:24",797732,"2325.6103","S","06931.1131","W",53.6,89.9,103.1,2198,13.82,0,"1668.9","M",1
"2023-10-18 09:56:25",797733,"2325.6103","S","06931.1131","W",56.7,91,102.1,2175,13.76,0,"1668.9","M",1
"2023-10-18 09:56:26",797734,"2325.6103","S","06931.1131","W",55.1,91.1,100.8,2038,13.78,0,"1668.9","M",1
"2023-10-18 09:56:27",797735,"2325.6103","S","06931.1131","W",58.3,93.8,104.6,1832,13.77,0,"1668.9","M",1
"2023-10-18 09:56:28",797736,"2325.6103","S","06931.1131","W",56.3,90.8,102.5,2894,13.81,0,"1668.9","M",1
"2023-10-18 09:56:29",797737,"2325.6103","S","06931.1131","W",51.6,88.4,96.7,2347,13.82,0,"1668.9","M",1
"2023-10-18 09:56:30",797738,"2325.6103","S","06931.1131","W",58,96.4,108.9,2290,13.69,0,"1668.9","M",1
"2023-10-18 09:56:31",797739,"2325.6103","S","06931.1131","W",54.7,90.5,100.5,2637,13.79,0,"1668.9","M",1
"2023-10-18 09:56:32",797740,"2325.6103","S","06931.1131","W",53.5,89,99.8,2003,13.73,0,"1668.9","M",1
"2023-10-18 09:56:33",797741,"2325.6103","S","06931.1131","W",56.6,90.7,103.2,3040,13.83,0,"1668.9","M",1
"2023-10-18 09:56:34",797742,"2325.6103","S","06931.1131","W",55.5,93.5,105.7,2109,13.79,0,"1668.9","M",1
"2023-10-18 09:56:35",797743,"2325.6103","S","06931.1131","W",59.4,93.4,105.1,2545,13.73,0,"1668.9","M",1
"2023-10-18 09:56:36",797744,"2325.6103","S","06931.1131","W",53.9,88.7,100.4,2120,13.81,0,"1668.9","M",1
"2023-10-18 09:56:37",797745,"2325.6103","S","06931.1131","W",55.3,91.5,102.9,2046,13.77,0,"1668.9","M",1
"2023-10-18 09:56:38",797746,"2325.6103","S","06931.1131","W",56.6,91.5,103.2,2099,13.8,0,"1668.9","M",1
"2023-10-18 09:56:39",797747,"2325.6103","S","06931.1131","W",61.2,100.4,113.6,2611,13.73,0,"1668.9","M",1
"2023-10-18 09:56:40",797748,"2325.6103","S","06931.1131","W",60.5,97.2,110.7,2181,13.7,0,"1668.9","M",1
"2023-10-18 09:56:41",797749,"2325.6103","S","06931.1131","W",62.5,104.3,115.7,2946,13.79,0,"1668.9","M",1
"2023-10-18 09:56:42",797750,"2325.6103","S","06931.1131","W",62.3,102.2,116.2,3135,13.77,0,"1668.9","M",1
"2023-10-18 09:56:43",797751,"2325.6103","S","06931.1131","W",59.5,97.6,110.5,2264,13.73,0,"1668.9","M",1
"2023-10-18 09:56:44",797752,"2325.6103","S","06931.1131","W",61.8,99.3,113.9,2808,13.83,0,"1668.9","M",1
"2023-10-18 09:56:45",797753,"2325.6103","S","06931.1131","W",65.8,104.7,118.6,2211,13.72,0,"1668.9","M",1
"2023-10-18 09:56:46",797754,"2325.6103","S","06931.1131","W",63.3,103.1,116,3118,13.76,0,"1668.9","M",1
"2023-10-18 09:56:47",797755,"2325.6103","S","06931.1131","W",60.5,99.2,112.1,2607,13.81,0,"1668.9","M",1
"2023-10-18 09:56:48",797756,"2325.6103","S","06931.1131","W",64.8,103,117.5,2344,13.79,0,"1668.9","M",1
"2023-10-18 09:56:49",797757,"2325.6103","S","06931.1131","W",60.6,98.4,111.3,2176,13.76,0,"1668.9","M",1
"2023-10-18 09:56:50",797758,"2325.6103","S","06931.1131","W",66.9,110.8,124.4,2678,13.73,0,"1668.9","M",1
"2023-10-18 09:56:51",797759,"2325.6103","S","06931.1131","W",67.1,111.7,125.6,3246,13.76,0,"1668.9","M",1
"2023-10-18 09:56:52",797760,"2325.6103","S","06931.1131","W",63.3,102.9,115.9,2497,13.74,0,"1668.9","M",1
"2023-10-18 09:56:53",797761,"2325.6103","S","06931.1131","W",64.7,105.8,119.2,2698,13.82,0,"1668.9","M",1
"2023-10-18 09:56:54",797762,"2325.6103","S","06931.1131","W",60.8,100.1,113.7,1908,13.72,0,"1668.9","M",1
"2023-10-18 09:56:55",797763,"2325.6103","S","06931.1131","W",66.7,108.4,122.7,2761,13.78,0,"1668.9","M",1
"2023-10-18 09:56:56",797764,"2325.6103","S","06931.1131","W",62.7,101.4,114.8,2564,13.79,0,"1668.9","M",1
"2023-10-18 09:56:57",797765,"2325.6103","S","06931.1131","W",64.4,106.3,116.6,1925,13.79,0,"1668.9","M",1
"2023-10-18 09:56:58",797766,"2325.6103","S","06931.1131","W",62.1,104,117.8,2791,13.7,0,"1668.9","M",1
"2023-10-18 09:56:59",797767,"2325.6103","S","06931.1131","W",58.3,95.3,107.5,2267,13.81,0,"1668.9","M",1
"2023-10-18 09:57:00",797768,"2325.6103","S","06931.1131","W",66.4,109.3,121.8,1918,13.77,0,"1668.9","M",1
"2023-10-18 09:57:01",797769,"2325.6103","S","06931.1131","W",60.8,98.1,109.1,2302,13.77,0,"1668.9","M",1
"2023-10-18 09:57:02",797770,"2325.6103","S","06931.1131","W",59,98.1,112.3,2683,13.84,0,"1668.9","M",1
"2023-10-18 09:57:03",797771,"2325.6103","S","06931.1131","W",68.3,110.9,123.7,6528,13.73,0,"1668.9","M",1
"2023-10-18 09:57:04",797772,"2325.6103","S","06931.1131","W",62,100.4,115.6,2825,13.86,0,"1668.9","M",1
"2023-10-18 09:57:05",797773,"2325.6103","S","06931.1131","W",64.8,105.4,118.4,2773,13.79,0,"1668.9","M",1
"2023-10-18 09:57:06",797774,"2325.6103","S","06931.1131","W",62,104.5,117.7,1928,13.75,0,"1668.9","M",1
"2023-10-18 09:57:07",797775,"2325.6103","S","06931.1131","W",63.9,104.5,115.6,2487,13.73,0,"1669.0","M",1
"2023-10-18 09:57:08",797776,"2325.6103","S","06931.1131","W",52.8,86.5,97.9,2050,13.83,0,"1669.0","M",1
"2023-10-18 09:57:09",797777,"2325.6103","S","06931.1131","W",59.1,95,107,2828,13.7,0,"1669.0","M",1
"2023-10-18 09:57:10",797778,"2325.6103","S","06931.1131","W",59.1,93.9,104.5,2543,13.76,0,"1669.0","M",1
"2023-10-18 09:57:11",797779,"2325.6103","S","06931.1131","W",62,100.9,113.9,1907,13.81,0,"1669.0","M",1
"2023-10-18 09:57:12",797780,"2325.6103","S","06931.1131","W",64.1,105,116.3,2104,13.68,0,"1669.0","M",1
"2023-10-18 09:57:13",797781,"2325.6103","S","06931.1131","W",54.8,90.7,102.7,2167,13.8,0,"1669.0","M",1
"2023-10-18 09:57:14",797782,"2325.6103","S","06931.1131","W",59.2,95.3,107.4,2263,13.78,0,"1669.0","M",1
"2023-10-18 09:57:15",797783,"2325.6103","S","06931.1131","W",56.1,91.1,104.1,2022,13.79,0,"1669.0","M",1
"2023-10-18 09:57:16",797784,"2325.6103","S","06931.1131","W",56.3,95.9,109.4,2385,13.77,0,"1669.0","M",1
"2023-10-18 09:57:17",797785,"2325.6103","S","06931.1131","W",61,98.1,111.8,3130,13.69,0,"1669.0","M",1
"2023-10-18 09:57:18",797786,"2325.6103","S","06931.1131","W",62.5,102.3,116.8,2695,13.77,0,"1669.0","M",1
"2023-10-18 09:57:19",797787,"2325.6103","S","06931.1131","W",65.3,102.6,116,2175,13.76,0,"1669.0","M",1
"2023-10-18 09:57:20",797788,"2325.6103","S","06931.1131","W",60.4,101,113.8,2996,13.74,0,"1669.0","M",1
"2023-10-18 09:57:21",797789,"2325.6103","S","06931.1131","W",63.1,102.5,115.8,3009,13.85,0,"1669.0","M",1
"2023-10-18 09:57:22",797790,"2325.6103","S","06931.1131","W",60.8,102.6,114,2395,13.78,0,"1669.0","M",1
"2023-10-18 09:57:23",797791,"2325.6103","S","06931.1131","W",62.3,101.4,113.8,2208,13.8,0,"1669.0","M",1
"2023-10-18 09:57:24",797792,"2325.6103","S","06931.1131","W",61.8,99.8,111.9,1779,13.78,0,"1669.0","M",1
"2023-10-18 09:57:25",797793,"2325.6103","S","06931.1131","W",60.3,97.7,112,3143,13.74,0,"1669.0","M",1
"2023-10-18 09:57:26",797794,"2325.6103","S","06931.1131","W",65.4,103.1,117,2058,13.81,0,"1669.0","M",1
"2023-10-18 09:57:27",797795,"2325.6103","S","06931.1131","W",62.9,102.5,114.9,2940,13.74,0,"1669.0","M",1
"2023-10-18 09:57:28",797796,"2325.6103","S","06931.1131","W",63.3,98.8,109.9,2143,13.85,0,"1669.0","M",1
"2023-10-18 09:57:29",797797,"2325.6103","S","06931.1131","W",64.9,102.7,114.6,2749,13.73,0,"1669.0","M",1
"2023-10-18 09:57:30",797798,"2325.6103","S","06931.1131","W",60.6,100.2,112.3,2264,13.72,0,"1669.0","M",1
"2023-10-18 09:57:31",797799,"2325.6103","S","06931.1131","W",65.9,104.3,118.5,2799,13.79,0,"1669.0","M",1
"2023-10-18 09:57:32",797800,"2325.6103","S","06931.1131","W",63.8,106.1,118.2,3187,13.74,0,"1669.0","M",1
"2023-10-18 09:57:33",797801,"2325.6103","S","06931.1131","W",67.9,110.8,127.5,2410,13.73,0,"1669.0","M",1
"2023-10-18 09:57:34",797802,"2325.6103","S","06931.1131","W",67.4,107.7,120.2,2595,13.8,0,"1669.0","M",1
"2023-10-18 09:57:35",797803,"2325.6103","S","06931.1131","W",70.5,115.1,128.2,2500,13.82,0,"1669.0","M",1
"2023-10-18 09:57:36",797804,"2325.6103","S","06931.1131","W",69.7,111.5,127.7,3049,13.72,0,"1669.0","M",1
"2023-10-18 09:57:37",797805,"2325.6103","S","06931.1131","W",76,121.7,139,2957,13.76,0,"1669.0","M",1
"2023-10-18 09:57:38",797806,"2325.6103","S","06931.1131","W",74.8,121.4,138.9,3322,13.77,0,"1669.0","M",1
"2023-10-18 09:57:39",797807,"2325.6103","S","06931.1131","W",80.9,126.9,144.6,3486,13.73,0,"1669.0","M",1
"2023-10-18 09:57:40",797808,"2325.6103","S","06931.1131","W",75.1,122.8,137.7,2894,13.76,0,"1669.0","M",1
"2023-10-18 09:57:41",797809,"2325.6103","S","06931.1131","W",73.2,124.7,139,6528,13.76,0,"1669.0","M",1
"2023-10-18 09:57:42",797810,"2325.6103","S","06931.1131","W",73.2,117.4,132.5,2555,13.77,0,"1669.0","M",1
"2023-10-18 09:57:43",797811,"2325.6103","S","06931.1131","W",76.9,128.6,145.6,2799,13.75,0,"1669.0","M",1
"2023-10-18 09:57:44",797812,"2325.6103","S","06931.1131","W",82.1,134.1,152.1,3573,13.79,0,"1669.0","M",1
"2023-10-18 09:57:45",797813,"2325.6103","S","06931.1131","W",75.7,123.8,140,3465,13.8,0,"1669.0","M",1
"2023-10-18 09:57:46",797814,"2325.6103","S","06931.1131","W",83.2,136.1,153.2,3335,13.79,0,"1669.0","M",1
"2023-10-18 09:57:47",797815,"2325.6103","S","06931.1131","W",82.2,131.1,150.1,3319,13.76,0,"1669.0","M",1
"2023-10-18 09:57:48",797816,"2325.6103","S","06931.1131","W",87.3,145.7,161.8,2811,13.79,0,"1669.0","M",1
"2023-10-18 09:57:49",797817,"2325.6103","S","06931.1131","W",83.8,135.8,153.1,2953,13.77,0,"1669.0","M",1
"2023-10-18 09:57:50",797818,"2325.6103","S","06931.1131","W",84,134,152.9,3146,13.72,0,"1669.0","M",1
"2023-10-18 09:57:51",797819,"2325.6103","S","06931.1131","W",80.3,134,151.4,3465,13.83,0,"1669.0","M",1
"2023-10-18 09:57:52",797820,"2325.6103","S","06931.1131","W",84.9,136.7,153.6,3322,13.81,0,"1669.0","M",1
"2023-10-18 09:57:53",797821,"2325.6103","S","06931.1131","W",81.3,135.7,154.5,3141,13.82,0,"1669.0","M",1
"2023-10-18 09:57:54",797822,"2325.6103","S","06931.1131","W",84.2,133.2,149.6,2524,13.82,0,"1669.0","M",1
"2023-10-18 09:57:55",797823,"2325.6103","S","06931.1131","W",89.7,146.9,167,6528,13.77,0,"1669.0","M",1
"2023-10-18 09:57:56",797824,"2325.6103","S","06931.1131","W",92.7,154.6,175.8,3743,13.78,0,"1669.0","M",1
"2023-10-18 09:57:57",797825,"2325.6103","S","06931.1131","W",98.2,157.3,175.8,2973,13.75,0,"1669.0","M",1
"2023-10-18 09:57:58",797826,"2325.6103","S","06931.1131","W",99.8,168.4,187.4,3477,13.7,0,"1669.0","M",1
"2023-10-18 09:57:59",797827,"2325.6103","S","06931.1131","W",92.5,151.1,171.7,3696,13.82,0,"1669.0","M",1
"2023-10-18 09:58:00",797828,"2325.6103","S","06931.1131","W",97.1,161.9,180.9,6528,13.73,0,"1669.0","M",1
"2023-10-18 09:58:01",797829,"2325.6103","S","06931.1131","W",96,159.7,180,6528,13.76,0,"1669.0","M",1
"2023-10-18 09:58:02",797830,"2325.6103","S","06931.1131","W",96.4,156.9,177.7,3524,13.83,0,"1669.0","M",1
"2023-10-18 09:58:03",797831,"2325.6103","S","06931.1131","W",100.4,162,182,3600,13.74,0,"1669.0","M",1
"2023-10-18 09:58:04",797832,"2325.6103","S","06931.1131","W",92.3,151.7,169.8,3718,13.82,0,"1669.0","M",1
"2023-10-18 09:58:05",797833,"2325.6103","S","06931.1131","W",90.6,148.3,166.3,3037,13.71,0,"1669.0","M",1
"2023-10-18 09:58:06",797834,"2325.6103","S","06931.1131","W",93.7,149.3,169.3,3670,13.79,0,"1669.0","M",1
"2023-10-18 09:58:07",797835,"2325.6103","S","06931.1131","W",96,158.8,177.3,3712,13.77,0,"1669.0","M",1
"2023-10-18 09:58:08",797836,"2325.6103","S","06931.1131","W",97.7,159.2,179,3337,13.74,0,"1669.0","M",1
"2023-10-18 09:58:09",797837,"2325.6103","S","06931.1131","W",98.4,163.1,181.9,6528,13.81,0,"1669.0","M",1
"2023-10-18 09:58:10",797838,"2325.6103","S","06931.1131","W",93.2,151.8,172.5,6528,13.82,0,"1669.0","M",1
"2023-10-18 09:58:11",797839,"2325.6103","S","06931.1131","W",92.5,154.5,176.4,6528,13.74,0,"1669.0","M",1
"2023-10-18 09:58:12",797840,"2325.6103","S","06931.1131","W",102.5,170.2,191,3724,13.77,0,"1669.0","M",1
"2023-10-18 09:58:13",797841,"2325.6103","S","06931.1131","W",98.7,164.5,184.7,6528,13.84,0,"1669.0","M",1
"2023-10-18 09:58:14",797842,"2325.6103","S","06931.1131","W",104.1,165.3,185.2,6528,13.78,0,"1669.0","M",1
"2023-10-18 09:58:15",797843,"2325.6103","S","06931.1131","W",96.9,160.4,180.5,3527,13.77,0,"1669.0","M",1
"2023-10-18 09:58:16",797844,"2325.6103","S","06931.1131","W",99.5,159.3,180.9,6528,13.84,0,"1669.0","M",1
"2023-10-18 09:58:17",797845,"2325.6103","S","06931.1131","W",98.6,166.3,187.9,6528,13.78,0,"1669.0","M",1
"2023-10-18 09:58:18",797846,"2325.6103","S","06931.1131","W",104.8,170.9,191,3607,13.82,0,"1669.0","M",1
"2023-10-18 09:58:19",797847,"2325.6103","S","06931.1131","W",107.4,174.4,197.9,6528,13.79,0,"1669.0","M",1
"2023-10-18 09:58:20",797848,"2325.6103","S","06931.1131","W",107.2,173.7,196.8,6528,13.83,0,"1669.0","M",1
"2023-10-18 09:58:21",797849,"2325.6103","S","06931.1131","W",112.8,187.7,211.1,6528,13.8,0,"1669.0","M",1
"2023-10-18 09:58:22",797850,"2325.6103","S","06931.1131","W",105.3,173.8,192.5,6528,13.82,0,"1669.0","M",1
"2023-10-18 09:58:23",797851,"2325.6103","S","06931.1131","W",105.3,173.4,194,3693,13.74,0,"1669.0","M",1
"2023-10-18 09:58:24",797852,"2325.6103","S","06931.1131","W",110,181.4,201.3,6528,13.78,0,"1669.0","M",1
"2023-10-18 09:58:25",797853,"2325.6103","S","06931.1131","W",100.7,165,185.1,6528,13.78,0,"1669.0","M",1
"2023-10-18 09:58:26",797854,"2325.6103","S","06931.1131","W",100.8,163,184.1,3527,13.76,0,"1669.0","M",1
"2023-10-18 09:58:27",797855,"2325.6103","S","06931.1131","W",98.3,159.3,180.2,3589,13.75,0,"1669.0","M",1
"2023-10-18 09:58:28",797856,"2325.6103","S","06931.1131","W",97.3,158.8,180.1,6528,13.75,0,"1668.9","M",1
"2023-10-18 09:58:29",797857,"2325.6103","S","06931.1131","W",102.3,165,186.4,6528,13.83,0,"1668.9","M",1
"2023-10-18 09:58:30",797858,"2325.6102","S","06931.1131","W",101.2,161,181.5,6528,13.77,0,"1668.9","M",1
"2023-10-18 09:58:31",797859,"2325.6102","S","06931.1131","W",107.8,176.1,197,6528,13.7,0,"1668.9","M",1
"2023-10-18 09:58:32",797860,"2325.6102","S","06931.1131","W",99.6,162,183.3,6528,13.82,0,"1668.9","M",1
"2023-10-18 09:58:33",797861,"2325.6103","S","06931.1131","W",105.7,177.8,200.4,3754,13.77,0,"1668.9","M",1
"2023-10-18 09:58:34",797862,"2325.6102","S","06931.1131","W",106.4,176.8,198.6,3837,13.83,0,"1668.9","M",1
"2023-10-18 09:58:35",797863,"2325.6102","S","06931.1131","W",112.6,179.2,201.2,3821,13.81,0,"1668.9","M",1
"2023-10-18 09:58:36",797864,"2325.6102","S","06931.1131","W",107.7,177.2,200.7,6528,13.76,0.36,"1668.9","M",1
"2023-10-18 09:58:37",797865,"2325.6104","S","06931.1127","W",112.6,181.8,203.1,6528,13.72,0.977,"1668.9","M",1
"2023-10-18 09:58:38",797866,"2325.6107","S","06931.1120","W",111.6,181.9,208.5,6528,13.76,1.749,"1668.7","M",1
"2023-10-18 09:58:39",797867,"2325.6110","S","06931.1111","W",111.6,180.5,201.5,3725,13.68,1.543,"1668.8","M",1
"2023-10-18 09:58:40",797868,"2325.6112","S","06931.1105","W",119.2,193.7,216.2,6528,13.78,0,"1668.8","M",1
"2023-10-18 09:58:41",797869,"2325.6112","S","06931.1104","W",124.9,200.5,221.6,6528,13.7,0,"1668.6","M",1
"2023-10-18 09:58:42",797870,"2325.6111","S","06931.1103","W",125.4,204.9,231.3,6528,13.81,0,"1668.5","M",1
"2023-10-18 09:58:43",797871,"2325.6109","S","06931.1101","W",136.1,223.6,247.6,6528,13.8,0,"1668.4","M",1
"2023-10-18 09:58:44",797872,"2325.6109","S","06931.1101","W",141.4,229.2,253.8,6528,13.68,0,"1668.4","M",1
"2023-10-18 09:58:45",797873,"2325.6109","S","06931.1101","W",146.4,239,264.9,6528,13.77,0,"1668.4","M",1
"2023-10-18 09:58:46",797874,"2325.6109","S","06931.1101","W",149.9,247.8,276.6,6528,13.81,0,"1668.4","M",1
"2023-10-18 09:58:47",797875,"2325.6109","S","06931.1101","W",149.3,243,271.6,6528,13.82,0,"1668.3","M",1
"2023-10-18 09:58:48",797876,"2325.6109","S","06931.1101","W",150.8,246,275.7,6528,13.76,0,"1668.3","M",1
"2023-10-18 09:58:49",797877,"2325.6109","S","06931.1101","W",158.6,257,288.5,6528,13.83,0.566,"1668.3","M",1
"2023-10-18 09:58:50",797878,"2325.6110","S","06931.1094","W",159.2,254.1,282,6528,13.76,1.801,"1668.2","M",1
"2023-10-18 09:58:51",797879,"2325.6112","S","06931.1078","W",144.6,234.5,265.6,6528,13.83,3.292,"1668.0","M",1
"2023-10-18 09:58:52",797880,"2325.6112","S","06931.1054","W",139.8,228.9,254.8,6528,13.81,4.424,"1668.0","M",1
"2023-10-18 09:58:53",797881,"2325.6110","S","06931.1024","W",157.4,255.9,283.1,6528,13.77,5.247,"1668.0","M",1
"2023-10-18 09:58:54",797882,"2325.6106","S","06931.0991","W",147,260.2,313.4,6528,13.84,5.813,"1667.8","M",1
"2023-10-18 09:58:55",797883,"2325.6101","S","06931.0955","W",120.2,209.2,257.6,6528,13.82,6.276,"1667.7","M",1
"2023-10-18 09:58:56",797884,"2325.6096","S","06931.0916","W",134.6,247.3,306.4,6528,13.84,6.739,"1667.6","M",1
"2023-10-18 09:58:57",797885,"2325.6090","S","06931.0875","W",123.9,235.1,291.1,6528,13.8,6.739,"1667.5","M",1
"2023-10-18 09:58:58",797886,"2325.6084","S","06931.0834","W",113.7,203.6,246.3,6528,13.82,6.739,"1667.1","M",1
"2023-10-18 09:58:59",797887,"2325.6074","S","06931.0793","W",140.1,261.3,319.3,6528,13.84,7.048,"1666.6","M",1
"2023-10-18 09:59:00",797888,"2325.6056","S","06931.0755","W",134.1,246.9,300.9,6528,13.81,7.511,"1665.9","M",1
"2023-10-18 09:59:01",797889,"2325.6028","S","06931.0719","W",142,256.7,308.8,6528,13.81,8.23,"1665.0","M",1
"2023-10-18 09:59:02",797890,"2325.5990","S","06931.0688","W",145.3,263.5,314.6,6528,13.82,9.05,"1663.9","M",1
"2023-10-18 09:59:03",797891,"2325.5946","S","06931.0658","W",135.9,244.5,294.9,6528,13.81,9.47,"1662.8","M",1
"2023-10-18 09:59:04",797892,"2325.5901","S","06931.0629","W",143.7,270.9,333.5,6528,13.81,9.72,"1661.7","M",1
"2023-10-18 09:59:05",797893,"2325.5854","S","06931.0599","W",146.5,275.8,342.5,6528,13.84,9.88,"1660.8","M",1
"2023-10-18 09:59:06",797894,"2325.5808","S","06931.0567","W",133.4,243,304.5,6528,13.82,10.03,"1659.9","M",1
"2023-10-18 09:59:07",797895,"2325.5762","S","06931.0532","W",122.2,226.4,272.9,6528,13.82,10.24,"1658.7","M",1
